text,label,clean_text
USER USER Gimana rasanya nyabu bang?,1,gimana nyabu bang
Specheslah dengan Hasil pemilihan kepala daerah DKI 2017 Benarkah Anies-Sandi Menang Karena Sara..,1,specheslah hasil pemilihan kepala daerah dki anies sandi menang sara
USER katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional. Tapi faktanya belum terasa...; ; #Cirebonseni #taritopeng #,0,pemerintah menjunjung seni budaya tradisional faktanya cirebonseni taritopeng
"1. Siang hari ini, Presiden USER memimpin Rapat Terbatas di Istana Kepresidenan Bogor dengan topik 'Perkembagan Persiapan Asian Games XVIII Tahun 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,siang presiden memimpin rapat terbatas istana kepresidenan bogor topik perkembagan persiapan asian games xviii jokowipacupromosiasiangames yukpromosikanasiangames
RT USER USER Prabowo simulut busuk dia cuma sampah negara bisa nya cuma bikin gaduh,1,prabowo simulut busuk sampah negara nya bikin gaduh
"Rakyak dukung USER usut tuntas kasus anies bwsdn & sandiaga uno jg anggota dpr,mpr,dprd & para penguasa elit politik yang telibat korupsi",1,rakyak dukung usut tuntas anies bwsdn sandiaga uno jg anggota dpr mpr dprd penguasa elit politik telibat korupsi
"Lengserkan tito.... Dah g beres kapolri masak buat sprti itu, semua yg berlawanan dgn ahok dan dek jokowi dikriminalisasi",1,lengserkan tito dah g beres kapolri masak sprti yg berlawanan dgn ahok dek jokowi dikriminalisasi
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Pasti....sebab itu cina,0,cina
USER Apa kau bbual sompret',0,kau bbual sompret
Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,1,gubraaaaak malu liatnya untung semalem debat ga kaya mata najwa coba kalo formatnya ringsek dah pasangan asu
RT USER: Aku percaya kok mereka tuh sebetulnya baik cuman karena hasutan manusia tapi mirip iblis aja jadi mereKa memandang saya\xe2\x80\xa6',0,percaya tuh cuman hasutan manusia iblis aja memandang xe x xa
"Ancaman demi ancaman ku dapat dari pacarku saat dia menelfon. Ya... aku memang sendiri di kota yg asing ini, wajar jika aku takut dengan ancamannya. Ku fikir-fikir kembali dan akhirnya aku memutuskan untuk kembali dengan pacarku dan melepaskan teman kant",0,ancaman ancaman ku pacarku menelfon ya kota yg asing wajar takut ancamannya ku fikir fikir memutuskan pacarku melepaskan teman kant
Pertumbuhan Ekonomi Indonesia Luartal-I 2018,0,pertumbuhan ekonomi indonesia luartal i
USER Bom takjil itumah..',0,bom takjil itumah
USER Emang cem bangsat ya temen terkutuk macam tuh untung bulan puasa nehehe',1,emang cem bangsat ya temen terkutuk tuh untung puasa nehehe
SILAKAN SIMAK !!!.; ; GUBERNUR INDONESIA PAK USER BERTEMU PRESIDEN USER SHALAT JUM'AT BERSAMA.,0,silakan simak gubernur indonesia bertemu presiden shalat jum at
Bacot lu member karma',1,bacot lu member karma
RT USER: USER Aku inget dulu pernah pura pura sakit biar diperhatiin alias anjing bangsat jadi sakit beneran kan brengsek',0,inget pura pura sakit biar diperhatiin alias anjing bangsat sakit beneran brengsek
USER Gini aja terus sampe titit kamu copot yang\xf0\x9f\x99\x82',0,gini aja sampe titit copot xf x f x x
RT USER: pengen qmu kontolin sambil ngentot ma suami.... URL,0,pengen qmu kontolin ngentot ma suami
"eh sori bangetnih Milton J Bennet, lu ngapain punya S3 kalo cuma mau bilang ""simpati sama empati sama sama penting"" goblok'",1,eh sori bangetnih milton j bennet lu ngapain s kalo bilang simpati empati goblok
"kalo kenalan, trus gue bilang dr Kalimantan, orang pada ngira gue Dayak atau Cina. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,kalo kenalan trus gue bilang dr kalimantan orang ngira gue dayak cina xf x f x x xf x f x x xf x f x x xf x f x x
USER Semua bukan cuma menteri... Anggota DPR yang ingkar saat rapat ...potong tunjangan dan gajinya',0,menteri anggota dpr ingkar rapat potong tunjangan gajinya
"USER USER USER USER USER si cebong sudah kebanyakan makan tahi jokowi, dia baru sadar kl nanti jokowi sudah mengumumkan INDONESIA dirubah menjadi INDOCHINA,,,'",1,si cebong kebanyakan makan tahi jokowi sadar kl jokowi mengumumkan indonesia dirubah indochina
"USER Namanya anak buah iblis, \nmuslim taat dimusuhi muslim bermaksiyat dipuji-puji.\nPembela negeri dia benci, penjilat asing dia hormati.'",0,namanya anak buah iblis nmuslim taat dimusuhi muslim bermaksiyat dipuji puji npembela negeri benci penjilat asing hormati
USER Wkwk jahat mah edan',0,wkwk jahat mah edan
"Hai guys. Gakerasa ya 70 Hari Lagi Penentuan Masa Depan Majalengka 5 Tahun kedepan, ; ð??« gkmau lg Pajak Mahal? ; ð??« gkmau lg susah Cari Kerjaan? ; ð??« gkmau lg berobat susah? ; ð??« gkmau lg biaya pendidikan mahal? ; ð??« gkmau lg jalan banyak rusak? ; ð??« gkmau lg E",0,hai guys gakerasa ya penentuan majalengka kedepan gkmau lg pajak mahal gkmau lg susah cari kerjaan gkmau lg berobat susah gkmau lg biaya pendidikan mahal gkmau lg jalan rusak gkmau lg e
"RT USER: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x",1,sekumpulan teman penista agama ntdk empati korban banjir koar memuji junjunganya
Presiden USER bersama ulama - Siapapun yg dipilih rakyat itulah kehendak Allah SWT. Negara Indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi. ; ; #JokowiBersamaUlama; #KitabSuciBukanFiksi,0,presiden ulama yg dipilih rakyat kehendak allah swt negara indonesia kokoh ulama umara beriringan menjaga silaturahmi jokowibersamaulama kitabsucibukanfiksi
"USER Dalam sejarah politik Indonesia dikenal pergerakan 3 Angkatan:\n\n1. #Angkatan45 yang memperjuangkan kemerdekaan\n\n2. #Angkatan66 dengan tuntutan Tritura: bubarkan PKI, turunkan harga2, rombak kabinet \n\n3. #Angkatan98 dengan tuntutan Refo",0,sejarah politik indonesia dikenal pergerakan angkatan n n angkatan memperjuangkan kemerdekaan n n angkatan tuntutan tritura bubarkan pki turunkan harga rombak kabinet n n angkatan tuntutan refo
RT USER USER USER Heleh istana di kuasai cina hancur sudah rakyat indonesia,1,heleh istana kuasai cina hancur rakyat indonesia
"Begitulah media''yahudi antek dajjal penjilat klo ga menggoreng issu mereka kelaparan,semangat trs bang jonru...abaikan cebong""yg sakit otak",1,media yahudi antek dajjal penjilat klo ga menggoreng issu kelaparan semangat trs bang jonru abaikan cebong yg sakit otak
RT USER: Tinggalkan bicara tentang PKI mari kita fokus ke 2019 ganti Presiden jadikan USER sebagai the next Presiden,1,tinggalkan bicara pki mari fokus ganti presiden jadikan the next presiden
"Sejak awal, janji campaign-nya Moon Jae-In memang memperbaiki hubungan dgn Korut kok. Makanya dia pilih approach utk hold project THAAD sejak masa kampanye.\n\nYg bikin runyam hubungan Korsel-Korut tahun lalu ya karena congor Trump aja.'",0,janji campaign nya moon jae in memperbaiki hubungan dgn korut pilih approach utk hold project thaad kampanye n nyg bikin runyam hubungan korsel korut ya congor trump aja
USER USER USER USER Sodakoh tapi ngarap imbalan wakakkakkak otak ganti presiden emang somplak',1,sodakoh ngarap imbalan wakakkakkak otak ganti presiden emang somplak
"Fakta keterlibatan Laskar Hitam terlihat di Mauk, dengan menyelenggarakan sunat paksa terhadap semua lelaki Tionghoa di Mauk, Selapajang, dll.'",0,fakta keterlibatan laskar hitam mauk menyelenggarakan sunat paksa lelaki tionghoa mauk selapajang dll
Yahudi lobby wali allegation out qadiani lobby wali in..',0,yahudi lobby wali allegation out qadiani lobby wali in
USER /lompat/ wesss perasaan ga bawa taplak merah',0,lompat wesss perasaan ga bawa taplak merah
Asma Dewi Tersangka Hate Speech Ternyata Loyalis Prabowo &amp; Anies-Sandi? Jejak Digi..,1,asma dewi tersangka hate speech loyalis prabowo amp anies sandi jejak digi
"RT USER: USER kalo settingan ga mungkin lah gue milih yoj, itu sama aja kek nyemplung ke got bego'",1,kalo settingan ga gue milih yoj aja kek nyemplung got bego
USER USER Aktivis 65 itu mah. Yg bersama sama Pak Harto menumpas PKI',0,aktivis mah yg harto menumpas pki
"USER Ya Allah bener bgt, dunia SSK kejam gaes. Member ngga punya fanbase kuat atau sultan ya sudah hanya berharap pada push manajemen yg pasti pilih2 :('",0,ya allah bener bgt dunia ssk kejam gaes member ngga fanbase kuat sultan ya berharap push manajemen yg pilih
"USER heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 9",1,heh kontol jan sok pemes lu rp muka kek memek org tua lu kek monyet agama lu aje agama kontol
USER USER Babi tu makhluk Allah..',0,babi tu makhluk allah
RT USER: Ni memek tyap hri snge mulu',0,ni memek tyap hri snge mulu
laptop gue udah dari 2 bulan lalu ga selesai selesai di service. katanya cuma 2 minggu setan',0,laptop gue udah ga selesai selesai service minggu setan
"USER Pak USER lihat beda pemahaman Islam antara Gus Mus dan Ba'asyir, isi Quran harus Anda buat JELAS",0,lihat beda pemahaman islam gus mus ba asyir isi quran
USER USER USER lah kamu umat apa ..umat iblis...intinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada yg bela..gitu aja.',1,umat umat iblis intinya ribuan orang dirugikan bajingan sialan ya yg bela gitu aja
Air tebu sebelum viral pun harga yahudi. Dah viral nanti harga nazi ke acaner?',0,air tebu viral harga yahudi dah viral harga nazi acaner
Tabrakan kapal dan pembohong besar Bangsa Indonesia Itu kerja Jokowor undercover,1,tabrakan kapal pembohong bangsa indonesia kerja jokowor undercover
"Kita berbangga, kita bersyukur karena Pemerintah kita berhasil mengambil alih 51% divestasi saham PT. FI. Yang tidak berbangga dan tidak bersyukur adalah mafia tambang dan antek orde baru yang pululan tahun berkomplot dengan asing menguras dan merampok k",0,berbangga bersyukur pemerintah berhasil mengambil alih divestasi saham pt fi berbangga bersyukur mafia tambang antek orde pululan berkomplot asing menguras merampok k
usss kok bloon banget sih mereka\xf0\x9f\x98\xad',1,usss bloon banget sih xf x f x xad
USER USER USER liat onta di namani tersinggung',0,liat onta namani tersinggung
mata sipit.. mau marah mau senang mau melirik mau apa aja tetap segaris.. hahaha ..enak nya si mata sipit',0,mata sipit marah senang melirik aja segaris hahaha enak nya si mata sipit
Video diduga perang Teroris Budha yang kocar kacir melawan Pertahanan pemuda muslim minoritas Rohingya.,1,video diduga perang teroris budha kocar kacir melawan pertahanan pemuda muslim minoritas rohingya
USER USER Rezim utang....pencitraan demi berkuasa k3mbali....rezim kampretttt',1,rezim utang pencitraan berkuasa k mbali rezim kampretttt
Usir cina ganyang cina,1,usir cina ganyang cina
USER Antek Komunis.. biadab. Jongos cina,1,antek komunis biadab jongos cina
Sudah lupa cara menikmati makan enak yang penting kenyang sajahhhhh skrg .... Gembel \xf0\x9f\x98\xac',0,lupa menikmati makan enak kenyang sajahhhhh skrg gembel xf x f x xac
"USER USER IBU PASTI WANITA; WANITA BELUM TENTU JADI IBU ; GOBLOK; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #PlongaPlongo #Dun",1,wanita wanita goblok keahlian cebong tukang tipu cebong mah gitu goblok nggak ketulungan plonga plongo mengakibatkan optimisme gantipresiden plongaplongo dun
"USER Ribut harga mulu, perasaan gw sih harga telur sama daging dr jaman psk Beye sampai skrg, segitu2 aja, telor doang 24rb/kg masa ga bisa beli, ga bisa beli daging? Burger harga promo mulu tuh'",1,ribut harga mulu perasaan gw sih harga telur daging dr jaman psk beye skrg segitu aja telor doang rb kg ga beli ga beli daging burger harga promo mulu tuh
USER Ga punya kntl mas?',0,ga kntl mas
Keciduk juga ni Kunyuk...\nProses hukum aja....kagak usah pake Matre... URL,1,keciduk ni kunyuk nproses hukum aja kagak pake matre
"USER USER Yg menjadi masalah saat ini orang2 mempolitisasi isu2 islam nusantara. Bhkn ada yg smpai bilang sesat, kafir dll. Ini yg jd persoalan, ktka isu2 spti itu dipolitisasi utk kepentingan politik. Klo hanya dlm perbedaan pendapat ya sila",0,yg orang mempolitisasi isu islam nusantara bhkn yg smpai bilang sesat kafir dll yg jd ktka isu spti dipolitisasi utk kepentingan politik klo dlm perbedaan pendapat ya sila
USER USER Rejim atau pemerintahan yang berasal dari Pemilu LUBER JURDIL. \nJangankan aktivis semua warga negara wajib mendukung pemerintah negaranya',0,rejim pemerintahan berasal pemilu luber jurdil njangankan aktivis warga negara wajib mendukung pemerintah negaranya
USER Padahal jokowi tugasnya cuman membagikan....??? #2019GantiPresiden,1,jokowi tugasnya cuman membagikan gantipresiden
"Cari makan dari eksploitasi Agama adalah puncak kejahatan yg bisa dilakukan oleh manusia. Siapa yg bisa melakukan itu, hanya menunggu kesempatan untuk melakukan kejahatan lain.",0,cari makan eksploitasi agama puncak kejahatan yg manusia yg menunggu kesempatan kejahatan
tolong entot silit ku dong om\nFaaiz\nArdhi\nBambang Priyo\nRidwan Hasian Firdaus',0,tolong entot silit ku om nfaaiz nardhi nbambang priyo nridwan hasian firdaus
Pastinya #JokowiSayangiPapua,0,pastinya jokowisayangipapua
USER Ngewe trus krj qm.sekali2 donk ma kita2.hehe',0,ngewe trus krj qm donk ma hehe
Ikut melestarikn sbg salah satu geopark di dunia,0,melestarikn sbg salah geopark dunia
RT USER Kehancuran prabowo dibuatnya sendiri dia merobek dirinya sendiri emosi mu menghancurkan dirimu,1,kehancuran prabowo merobek emosi mu menghancurkan dirimu
RT USER USER Mas USER cebong di kolam istana masih pada idup udh sekarat atau pd mati ? IQ 200 sekolam cebong,1,mas cebong kolam istana idup udh sekarat pd mati iq sekolam cebong
"Lalu mereka yg teriak2 jokowi pro asing/aseng, oh soeharto tidak? Soeharto memberikan konsesi ke Freeport untuk eksploitasi tambang emas/tembaga di papua yg amat sangat menguntungkan freeport. Indonesia hanya kebagian saham 8,5% dan royalti 1%.'",0,yg teriak jokowi pro asing aseng oh soeharto soeharto konsesi freeport eksploitasi tambang emas tembaga papua yg menguntungkan freeport indonesia kebagian saham royalti
"USER mbok kalo tau bego jangan ngebegoin orang lain gitu loh, nanya dulu ke yang ahli'",1,mbok kalo tau bego ngebegoin orang gitu loh nanya ahli
Sinyal USER cacat ilang2an melulu -____- memang kau USER jauh lebih baik daripada USER hmm hahah',1,sinyal cacat ilang an melulu kau hmm hahah
"Depan cermin bukan main elok buat posing bagai,cuba dlm gambar nohhai CACAT HAHAHAHAHA'",0,cermin main elok posing cuba dlm gambar nohhai cacat hahahahaha
USER Etapi ulet nya bikin gatal2 gak mak?\nMak kok suka miara yg aneh2. Tuyul juga mak piara/?',0,etapi ulet nya bikin gatal gak mak nmak suka miara yg aneh tuyul mak piara
"USER USER Dia manusia produk dungunya pangkat dungu, akibat lahir dungu., otaknya jd dungu, wajahnya pun dungu krna doyan hina semua dgn dungu...'",1,manusia produk dungunya pangkat dungu akibat lahir dungu otaknya jd dungu wajahnya dungu krna doyan hina dgn dungu
USER Ga rela kunyuk bahagia pagi ini',0,ga rela kunyuk bahagia pagi
USER ah bom asjbnjadng',0,ah bom asjbnjadng
"Masih bagus kalau-kalau ia putus dengan cara baik-baik, Oka kerap meninggalkan perempuan yang berstatus pacarnya dan jalan dengan perempuan lain.\n\nIya, dalam pohon yang sempurna pasti ada satu daun cacat.'",0,bagus putus oka kerap meninggalkan perempuan berstatus pacarnya jalan perempuan n niya pohon sempurna daun cacat
"#MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",1,matanajwadebatjakarta anies meninggalkan ketenangan ketulusannya debat malam mjd agitatif licik semoga kalah kau anjing
USER USER ok gitu gimana nih nder???mata gw jg sipit nih nder\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,ok gitu gimana nih nder mata gw jg sipit nih nder xf x f x x xf x f x x xf x f x x
Ganteng banget anjir gw menggelepar',0,ganteng banget anjir gw menggelepar
Bangke. Nemu aja orang-orang yang bisa bikin ngakak di Twitter.',0,bangke nemu aja orang orang bikin ngakak twitter
USER Mereun dititah ku si Gunawan : sia asri ngaku kunyuk jadi aing nu keuna kehed.',0,mereun dititah ku si gunawan sia asri ngaku kunyuk aing nu keuna kehed
"USER Yang upload medianya cebong yang feeder cebong yang komen cebong, kapan loe jadi kodok klo loe cebong terus'",1,upload medianya cebong feeder cebong komen cebong loe kodok klo loe cebong
rp haneul toketnya sering diremes monyet.yang on retweet',0,rp haneul toketnya diremes monyet on retweet
agen dan harga tiket bus poï¿½ramayana,0,agen harga tiket bus po ramayana
USER Aseng ongseng nikmat mana lagi yg kau dustakan... Wkwkwkwk jgn lupa bersyukur itu lah hilang keyakinan skrg...',0,aseng ongseng nikmat yg kau dustakan wkwkwkwk jgn lupa bersyukur hilang keyakinan skrg
Umat Budha juga harus di usir di Indonesia! URL,1,umat budha usir indonesia
Jika anda ikut ð???....silahkan RTâ??â??â??;,0,silahkan
USER Iya sih kek komunis banget wkwkwk',1,iya sih kek komunis banget wkwkwk
"Zaman Now agalanya jelas dan data sdh jelas. Jika klaimnya benar kasi ð???. Jika klaimnya tdk benar. Gak usah repot, JANGAN GANTI PRESIDEN 2019.; Ntar jg ketauan makhluk2 yg jago mlintir fakta. ; Haizz...hidup kog nyari penderitaan. Kerja woi..biar dapur bs n",0,zaman now agalanya data sdh klaimnya kasi klaimnya tdk gak repot ganti presiden ntar jg ketauan makhluk yg jago mlintir fakta haizz hidup kog nyari penderitaan kerja woi biar dapur bs n
Wah klau di Indonesia bisa diboikot tuh banknya. Iran negara islam aja trima uang cina URL,1,klau indonesia diboikot tuh banknya iran negara islam aja trima uang cina
"#SabtuCeria krn sdh weekend lagi nih, Mixagrip mau bagi2 hadiah buat kamu. ; Mixagrip Explore Budaya 2 tahun ini mau kemana?; 1. Like dan follow facebook,twitter dan IG Mixagrip; 2. Tulis jawabanmu di kolom komen, beri hastag #SabtuCeria dan mention 3 oran",0,sabtuceria krn sdh weekend nih mixagrip hadiah mixagrip explore budaya kemana like follow facebook twitter ig mixagrip tulis jawabanmu kolom komen hastag sabtuceria mention oran
Aamiin ya Rabb.. Lengserkan Jokowi USER,1,aamiin ya rabb lengserkan jokowi
Ngentod bosque',0,ngentod bosque
Tengok buku2 yg Kak Nisa baca aku sedar yg aku tak baca sebegitu variasi tajuk.. aku baca palestine ja 5 bulan ni..\n\nAku bodo dah weii..',0,tengok buku yg kak nisa baca sedar yg baca variasi tajuk baca palestine ja ni n naku bodo dah weii
"menulis tentangmu adalah cara ku mencintaimu, bukan mulutku bisu, namun aku mengibaratkan aksara adalah keabadian, -- dikenang #ASH'",0,menulis tentangmu ku mencintaimu mulutku bisu aksara keabadian dikenang ash
Sumpah ya ini railink depan gue pengen gue timpuk pake apapun. Tai',1,sumpah ya railink gue pengen gue timpuk pake apapun tai
"Jadi gini rasanya setelah pergi, saling asing terus bertemu kembali, lebih seru wkwkwk'",0,gini pergi asing bertemu seru wkwkwk
USER anjirrrr brengsek bajingan. gila sih lu gua gangerti sih kalo jd lu \n\nternyata ada yg lebih parah dr mantan gua anjir lol\n\nudah skrng fokus exo yg jelas2 membuat kita bahagia^____~',1,anjirrrr brengsek bajingan gila sih lu gua gangerti sih kalo jd lu n nternyata yg parah dr mantan gua anjir lol n nudah skrng fokus exo yg bahagia
Smartfren jaringan nya kok brengsek ya ...',1,smartfren jaringan nya brengsek ya
Dulu orang bikin karya dulu baru terkenal.\nSekarang kebalikannya. Sulit. Silit.',0,orang bikin karya terkenal nsekarang kebalikannya sulit silit
"""Keanekaragaman budaya, suku, agama, itulah sesungguhnya kekayaan kita,â?? tutur Djarot di hadapan peserta Rakercabsus USER Kota Gunungsitoli.; ; #GubernurZamanNow ; #DjarotSihar2 ; #SumutPilih2Djoss #DjarotSiharMenang #GunungSitoli #PDIPerjuanga",0,keanekaragaman budaya suku agama sesungguhnya kekayaan djarot hadapan peserta rakercabsus kota gunungsitoli gubernurzamannow djarotsihar sumutpilih djoss djarotsiharmenang gunungsitoli pdiperjuanga
"Banser kan hobi juga maunya bela kafir.... Makanya si abu janda, apakah bener muslim atau bukan?'",1,banser hobi maunya bela kafir si abu janda bener muslim
Bawaslu: Kolaka Tertinggi Pelanggaran ASN Dalam Pilkada,0,bawaslu kolaka tertinggi pelanggaran asn pilkada
tau kenapa kalo anda bicara tumpas PKI komunis dan antek pasti anda akan diserang ya krn yg serang anda itulah PKi cm pki yg lindungi pki,1,tau kalo bicara tumpas pki komunis antek diserang ya krn yg serang pki cm pki yg lindungi pki
USER USER USER USER USER USER Dasar muka tai babi loh mau tenar agama di bawa2.. Klw berani jgn share di medsos.. Umat siapa pun klw agama nya di hina2 pasti marah besar..!!! Dgn mudah nya langsung minta maaf.. Ayo FPI buruh dan cari o,1,dasar muka tai babi loh tenar agama bawa klw berani jgn share medsos umat klw agama nya hina marah dgn mudah nya langsung maaf ayo fpi buruh cari o
USER Gak lah. Kan gua udah tege nih no titit',0,gak gua udah tege nih no titit
"trs kl ada bacot bacot di grup, kl dia udh ngomong, pasti pada setuju semua'",0,trs kl bacot bacot grup kl udh ngomong setuju
Yg ada dipikirannya hanya kekuasaan; Ngga peduli rakyatnya kayak apa; #2019GantiPresiden,1,yg dipikirannya kekuasaan ngga peduli rakyatnya kayak gantipresiden
USER USER USER Menyelamatkan fundamental ekonomi kearah lebih baik adalah mulia drpd tidak paham klo junjungannya 2010-2014 telah mewaiskan bencana ekonomi,0,menyelamatkan fundamental ekonomi kearah mulia drpd paham klo junjungannya mewaiskan bencana ekonomi
"KH Anis Maftukhin kemudian menjelaskan latar belakang berdirinya ponpes &amp; visinya.; ; Menurutnya, pondok yg berdiri baru 6 bulan lalu ini tidak dipungut biaya, pengajarnya pun jg tidak dibayar.; ; Ponpes ini, selain belajar Ilmu Islam, jg mengajarkan i",0,kh anis maftukhin latar berdirinya ponpes amp visinya menurutnya pondok yg berdiri dipungut biaya pengajarnya jg dibayar ponpes belajar ilmu islam jg mengajarkan i
BERSIKAP KERASLAH TERHADAP MEREKA?CINA KAFIR URL,1,bersikap keraslah cina kafir
USER perum cikeas permai ds cikeas udik kec gn putri bogor listriknya padam pak pd banyak rumah tolong dicek. trims',0,perum cikeas permai ds cikeas udik kec gn putri bogor listriknya padam pd rumah tolong dicek trims
"Pembangunan overpass di proyek jalan Tol Manado-Bitung ambruk, Selasa siang.; ; Simak beragam informasi ekonomi &amp; bisnis terkini dalam #CNNIDBusiness saat ini bersama USER di USER!",0,pembangunan overpass proyek jalan tol manado bitung ambruk selasa siang simak beragam informasi ekonomi amp bisnis terkini cnnidbusiness
"USER kafir zindiq itu kafir yg terpaksa jd Muslim krn keturunan, hukum syariah ma tekanan sosial (Islam KTP)'",0,kafir zindiq kafir yg terpaksa jd muslim krn keturunan hukum syariah ma tekanan sosial islam ktp
RT USER USER Manusia manusia iblis yang minta KPK itu Di bubarkan klu KPK Bubar manusia 2 iblis ini pasti senang Hati .,1,manusia manusia iblis kpk bubarkan klu kpk bubar manusia iblis senang hati
"Presiden mengajak masyarakat untuk membawa negara ini pada kebudayaan politik yang penuh dengan etika, politik yang menyatukan bukan politik yang memecah belah, bukan politik yang membawa perpecahan, bukan politik yang saling menghujat, mencela maupun mema",0,presiden mengajak masyarakat membawa negara kebudayaan politik penuh etika politik menyatukan politik memecah belah politik membawa perpecahan politik menghujat mencela mema
Sudirman Said meluncurkan,0,sudirman said meluncurkan
USER Titit mu??',0,titit mu
USER USER USER LEBIH KESEL GUE SAMA KOMANDAN CAI DAN ANTEK - ANTEKNYA SOK BANGET Luh pada',1,kesel gue komandan cai antek anteknya sok banget luh
"Apa setelah kunjungan ini, MenAg mampu membantah, Islam mendungukan & membiadabkan umatnya?",1,kunjungan menag membantah islam mendungukan membiadabkan umatnya
"USER Yang manapun itu, bahkan organ manusia pun termasuk benda asing bagi organ manusia yg lain. Apalagi benda mati macam sabun -.-'",0,manapun organ manusia benda asing organ manusia yg benda mati sabun
"USER USER Penilaian orang berbeda"". Dikhawatirkan rakyat tidak bisa memahami Partai yang berhubungan baik dgn komunis belum tentu komunis. Saya hanya ingin meluruskan.'",0,penilaian orang berbeda dikhawatirkan rakyat memahami partai berhubungan dgn komunis komunis meluruskan
RT USER: kebelet ngentot di kamar mandi \xf0\x9f\x98\x8d\nURL,0,kebelet ngentot kamar mandi xf x f x x d nurl
"USER USER USER Lah anda yang dari awal gak bisa berargumen, ngomongin KACUNG nyambung ke CEBONG kan GOBLOK\n\nente cari dulu arti ""KACUNG"" baru nyambung lagi'",1,gak berargumen ngomongin kacung nyambung cebong goblok n nente cari arti kacung nyambung
"USER Bacot apanya, gue ngulang perkataan gue gegara lu budek'",1,bacot apanya gue ngulang perkataan gue gegara lu budek
"RT USER: Followers MLI pada kaya tai nih. Giliran tweet ga lucu, dibilangnya gue yang ngadmin. Giliran tweet lucu, malah dibilang twee\xe2\x80\xa6'",1,followers mli kaya tai nih giliran tweet ga lucu dibilangnya gue ngadmin giliran tweet lucu dibilang twee xe x xa
atau 25 persen suara sah nasional untuk mengusung calon presiden dan wakil presiden.,0,persen suara sah nasional mengusung calon presiden wakil presiden
USER itu kan american.culture bro jangan paksain nilai nilai aseng lah',0,american culture bro paksain nilai nilai aseng
"USER USER USER hahaha bener lo USER giliran majikan dia mesum 7 taon si kunyuk mingkem USER sok suci pula ngatain 'mikirin sex' muke lacur lu nyuk..""",1,hahaha bener lo giliran majikan mesum taon si kunyuk mingkem sok suci ngatain mikirin sex muke lacur lu nyuk
RT USER USER Hrsnya kita malu di Indonesia baru ada gubenur cina,1,hrsnya malu indonesia gubenur cina
USER brengsek loe lama lama..jd ber politik',1,brengsek loe jd ber politik
"USER Ini kadang yg membuat aku sedih tapi gemesh. Dari kedua sisi sama aja, mereka teraduk, difensif dan saling bela buta. Adukan ini kadang membuat aku entah bagaimana kebayang masa itu....\n\nMasa tenang tau tau ada bombardir senapan dan sesu",0,kadang yg sedih gemesh sisi aja teraduk difensif bela buta adukan kadang kebayang n nmasa tenang tau tau bombardir senapan sesu
Masih mau ganti Presiden?; #2019tetapjokowi,0,ganti presiden tetapjokowi
USER Udah ga pusing lagi? Ayo ntar fc monyet',0,udah ga pusing ayo ntar fc monyet
USER USER x relevant. Muslim tapi buat kerja kafir yg terkutuk',1,x relevant muslim kerja kafir yg terkutuk
antek-antek ORBA hobi gunakan isu PKI. kejahatan ORBA memberikan kpd asing kekayaan alam kita Seperti Freeport kpd AS kerjanya mertua Prabowo,1,antek antek orba hobi isu pki kejahatan orba kpd asing kekayaan alam freeport kpd as kerjanya mertua prabowo
Jadi yang ante aseng itu dah ngemeng belum soal import bawang putih??\n\nOh tentu tidak kan sama junjugannya',0,ante aseng dah ngemeng import bawang putih n noh junjugannya
USER ; Polisi sebagai alat kekuasaan rezim ; #2019GantiPresiden,1,polisi alat kekuasaan rezim gantipresiden
USER USER Saat nya kita lihat. Mana suara yg menuduh pak USER antek asing\n\nJd kita tau kan sebenarnya...\n\nMrk lah yg sekarang ribut2 nyerang pak Dhe dg kebeehasilan merebut 51% dari Freeport..\n\nITULAH ANTEK ASING\n\nBahkan disuruh m,0,nya lihat suara yg menuduh antek asing n njd tau n nmrk yg ribut nyerang dhe dg kebeehasilan merebut freeport n nitulah antek asing n nbahkan disuruh m
Cina bukit ajak membawang yall \xf0\x9f\x98\x82',0,cina bukit ajak membawang yall xf x f x x
